"Exam Board","Exam Type","Subject","Module","Topic","Sub Topic"
"Edexcel","A-LEVEL","Physics (A-Level)","Measurements and their errors","Scalar and vector quantities","Resolution of vectors into two perpendicular components"
"Edexcel","A-LEVEL","Physics (A-Level)","Measurements and their errors","Scalar and vector quantities","Vector addition and subtraction"
"Edexcel","A-LEVEL","Physics (A-Level)","Measurements and their errors","Physical quantities and units","Homogeneity of physical equations"
"Edexcel","A-LEVEL","Physics (A-Level)","Measurements and their errors","Physical quantities and units","Derived units"
"Edexcel","A-LEVEL","Physics (A-Level)","Measurements and their errors","Physical quantities and units","Base quantities and their units (kg, m, s, A, K, mol, cd)"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Socio-Cultural Influences in Sport","Sport and the Law","Legal liability in sport"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Socio-Cultural Influences in Sport","Ethics in Sport","Violence in sport"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Socio-Cultural Influences in Sport","Ethics in Sport","Deviance in sport"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Socio-Cultural Influences in Sport","Commercialisation of Sport","The relationship between sport, sponsorship and the media"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Socio-Cultural Influences in Sport","Engagement Patterns in Sport and Physical Activity","Factors affecting participation"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Mental Preparation for Performance","Concentration"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Mental Preparation for Performance","Self-confidence"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Mental Preparation for Performance","Arousal regulation"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Mental Preparation for Performance","Stress management"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Mental Preparation for Performance","Goal setting"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Group Dynamics","Leadership"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Group Dynamics","Social facilitation"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Group Dynamics","Group cohesion"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Group Dynamics","Group formation"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Individual Differences","Motivation"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Sport Psychology","Individual Differences","Personality"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Movement and Learning","Practice methods"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Movement and Learning","Guidance"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Movement and Learning","Feedback"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Movement and Learning","Theories of learning"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Information Processing","Methods of memory improvement"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Information Processing","Stages of information processing"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Classification of Skills","Transfer of skills"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Skill Acquisition","Classification of Skills","Skill continua"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Biomechanics","Force"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Biomechanics","Fluid mechanics"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Biomechanics","Balance and stability"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Biomechanics","Motion"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","Methods of training"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","Principles of training"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","Fitness testing protocols"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","The components of fitness"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","The relationship between health and fitness"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","Muscle fibre types"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","Joint actions"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","Planes and axes of movement"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Exercise Physiology","Lever systems"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Applied Anatomy and Physiology","The short-term and long-term effects of exercise on the body systems"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Applied Anatomy and Physiology","The structure and function of the neuromuscular system"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Applied Anatomy and Physiology","The structure and function of the cardiorespiratory system"
"Edexcel","A-LEVEL","Physical Education (A-Level)","Physiology of Human Body Systems","Applied Anatomy and Physiology","The structure and function of the musculoskeletal system"
"Edexcel","A-LEVEL","Persian (A-Level)","Political and Artistic Culture","Political life in the Persian-speaking world","The role of social media in politics"
"Edexcel","A-LEVEL","Persian (A-Level)","Political and Artistic Culture","Political life in the Persian-speaking world","Political and social protest"
"Edexcel","A-LEVEL","Persian (A-Level)","Political and Artistic Culture","Political life in the Persian-speaking world","Key political events over the last 50 years"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Artistic Culture","Traditional storytelling"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Artistic Culture","Poetry"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Artistic Culture","Music"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Artistic Culture","Cinema"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Artistic Culture","Art"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Artistic Culture","Architecture"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Artistic Culture","Aspects of artistic culture"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","Family values and traditions"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","The generation gap"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","Consumerism"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","Censorship"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","The influence of the media"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","The impact of technology"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","The changing role of women"
"Edexcel","A-LEVEL","Persian (A-Level)","Social Issues and Trends","Aspects of Persian-speaking society: current trends","Demography (youth and ageing populations)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 4: Dal fascismo ai giorni nostri (From Fascism to the Present Day)","Dalla dittatura alla democrazia (From Dictatorship to Democracy)","La caduta di Mussolini; la liberazione; le 6 nazioni (The fall of Mussolini; liberation; the 6 nations)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 4: Dal fascismo ai giorni nostri (From Fascism to the Present Day)","Il Fascismo durante la Seconda Guerra Mondiale (Fascism during the Second World War)","Il governo di Mussolini e la dittatura; la vita sotto Mussolini durante la seconda guerra mondiale (Mussolini's government and dictatorship; life under Mussolini during the Second World War)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 4: Dal fascismo ai giorni nostri (From Fascism to the Present Day)","L’ascesa di Mussolini al potere (Mussolini's Rise to Power)","La nascita del Partito Fascista (The birth of the Fascist Party)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 3: L’Italia: una società in evoluzione (Italy: A Society in Evolution)","Il divario Nord/Sud (The North/South Divide)","Spostamenti tra Nord e Sud; il ruolo delle industrie italiane; le differenze socio-culturali; la criminalità (Movements between North and South; the role of Italian industries; socio-cultural differences; crime)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 3: L’Italia: una società in evoluzione (Italy: A Society in Evolution)","I problemi della migrazione in Italia (The Problems of Migration in Italy)","Marginalizzazione e alienazione; integrazione; impatto dell’emigrazione (Marginalization and alienation; integration; impact of emigration)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 3: L’Italia: una società in evoluzione (Italy: A Society in Evolution)","L’impatto positivo dell’immigrazione in Italia (The Positive Impact of Immigration in Italy)","Il contributo di immigrati e migranti all’economia e alla cultura (The contribution of immigrants and migrants to the economy and culture)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 2: La cultura politica ed artistica nei Paesi di lingua italiana (Political and Artistic Culture in Italian-Speaking Countries)","Il patrimonio culturale (Cultural Heritage)","Feste, usi e costumi (Festivals, customs and traditions)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 2: La cultura politica ed artistica nei Paesi di lingua italiana (Political and Artistic Culture in Italian-Speaking Countries)","I media (The Media)","Libertà di espressione; la stampa cartacea e online; l’impatto sulla società e la politica (Freedom of expression; print and online press; impact on society and politics)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 2: La cultura politica ed artistica nei Paesi di lingua italiana (Political and Artistic Culture in Italian-Speaking Countries)","La musica (Music)","Cambiamenti e sviluppi; impatto sulla cultura popolare (Changes and developments; impact on popular culture)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 1: I cambiamenti della società italiana (Changes in Italian Society)","Il mondo del lavoro (The World of Work)","La parità tra i sessi; la disoccupazione; le imprese familiari; i nuovi modelli di lavoro (Gender equality; unemployment; family businesses; new working models)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 1: I cambiamenti della società italiana (Changes in Italian Society)","L’istruzione (Education)","Il sistema scolastico e i problemi degli studenti; la fuga dei cervelli (The school system and student problems; the brain drain)"
"Edexcel","A-LEVEL","Italian (A-Level)","Tema 1: I cambiamenti della società italiana (Changes in Italian Society)","L’evoluzione della famiglia italiana (The Evolution of the Italian Family)","Cambiamenti nell’atteggiamento verso il matrimonio, la coppia e la famiglia; i mammoni (Changes in attitudes towards marriage, couples and family; 'mama's boys')"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","Independent Research Topic: Energy-Saving Life after Fukushima","Traditional wisdom on energy saving"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","Independent Research Topic: Energy-Saving Life after Fukushima","Discussions on energy supply"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","Independent Research Topic: Energy-Saving Life after Fukushima","Energy conservation in daily life"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","Policies for Reconstruction","Mental health care"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","Policies for Reconstruction","Overcoming difficulties"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","Policies for Reconstruction","Unity of volunteers and citizens"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","Policies for Reconstruction","Rebuilding the affected areas"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","March 11th and its immediate aftermath","Overseas reactions"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","March 11th and its immediate aftermath","Rescue and aid"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","March 11th and its immediate aftermath","Evacuation life"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 4: Japan after the Great East Japan Earthquake","March 11th and its immediate aftermath","Damage from the earthquake and tsunami"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Independent Research Topic: Aging Society","Social support"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Independent Research Topic: Aging Society","Family support"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Independent Research Topic: Aging Society","Isolation of the elderly"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Prolonged Recession","Acceptance of immigrant workers"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Prolonged Recession","Internationalization of the economy"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Prolonged Recession","Government response"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Prolonged Recession","Impact on daily life"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Changing Labor","Migration for work"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Changing Labor","Changes in attitudes towards work"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 3: Changing Perspectives on Life","Changing Labor","Collapse of the lifetime employment system"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","Independent Research Topic: Changing Events","Influx of Western events"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","Independent Research Topic: Changing Events","The impact of events and festivals on tourism"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","Independent Research Topic: Changing Events","Traditional festivals and modern events"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","The Impact of Technology","Automation"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","The Impact of Technology","Robots"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","The Impact of Technology","Technological advancements"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","Changing Popular Culture","Budo/Martial Arts"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","Changing Popular Culture","Music"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 2: Changing Culture","Changing Popular Culture","Anime and Manga"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Independent Research Topic: Family and Personal Relationships","Relationships within the family"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Independent Research Topic: Family and Personal Relationships","Nuclear family"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Independent Research Topic: Family and Personal Relationships","Traditional family structure"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Youth Health (Physical and Mental)","Bullying"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Youth Health (Physical and Mental)","Impact of pressure on health and diet"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Youth Health (Physical and Mental)","Pressures on young people"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Education","Curriculum management by the Ministry of Education, Culture, Sports, Science and Technology (MEXT)"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Education","Examinations and Cram Schools"
"Edexcel","A-LEVEL","Japanese (A-Level)","Theme 1: Changing Lives of Young People","Education","Education system and its reforms (after Yutori Education)"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Personal Investigation","Exploration of links between chosen examples and wider art historical contexts"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Personal Investigation","Analysis of art objects/artefacts/architecture"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Personal Investigation","Independent critical and contextual research"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Set themes","Sacred Spaces"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 3: Personal Investigation","Independent study","Development of a sustained argument in response to the chosen area of investigation"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Set themes","Power"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 3: Personal Investigation","Independent study","In-depth study of a chosen area of investigation, based on primary and secondary research"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Set themes","Landscape"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Art and Identity","The relationship between art and architecture and the formation of identity"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Set themes","The Body"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Art and Identity","The role of art in constructing and expressing individual, social, cultural and national identities"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The relationship between art, architecture and the public"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Power and Authority","The relationship between art and architecture and the expression of power and authority"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Power and Authority","Representations of power and authority in art and architecture from a range of cultures and times"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The relationship between art and architecture and ideas"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Landscape","The relationship between landscape and its social and cultural contexts"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The relationship between art and architecture and religion"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The representation of gender, ethnicity and class"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The relationship between art and architecture and power"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","Landscape","Depictions of landscape in art and architecture from a range of cultures and times"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","The Body","The relationship between the body and its social and cultural contexts"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The role and status of the artist/architect"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","Art and architecture in different social, religious and political contexts"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 2: Themes in History of Art","The Body","Representations of the body in art and architecture from a range of cultures and times"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Study of set works","Understanding of the relationship between the set works and their contexts"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The relationship between art, architecture, design and the decorative arts"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Study of set works","Formal analysis of set works, including materials and techniques"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","Materials, techniques and processes used in the production of art and architecture"
"Edexcel","A-LEVEL","History (A-Level)","Cold War","The Cold War, 1941–1991","The end of the Cold War, 1975–1991"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","The role of the artist/architect, including patronage, status, training, working methods and conditions"
"Edexcel","A-LEVEL","History (A-Level)","Cold War","The Cold War, 1941–1991","The development of the Cold War, 1948–1975"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Thematic study","Art and architecture in relation to its historical context, including social, political, religious, cultural and intellectual developments"
"Edexcel","A-LEVEL","History (A-Level)","Cold War","The Cold War, 1941–1991","Origins of the Cold War, 1917–1948"
"Edexcel","A-LEVEL","History of Art (A-Level)","Component 1: Western Art 1300–1900","Study of a selection of works","Formal and contextual analysis of a range of Western art works, including painting, sculpture and architecture, from 1300–1900"
"Edexcel","A-LEVEL","History (A-Level)","Russia in Revolution, 1894–1924","Russia in Revolution, 1894–1924","Lenin’s Russia, 1917–1924"
"Edexcel","A-LEVEL","History (A-Level)","Russia in Revolution, 1894–1924","Russia in Revolution, 1894–1924","The Provisional Government and the October Revolution, February–October 1917"
"Edexcel","A-LEVEL","History (A-Level)","Russia in Revolution, 1894–1924","Russia in Revolution, 1894–1924","The First World War and the fall of Tsarism, 1914–February 1917"
"Edexcel","A-LEVEL","History (A-Level)","Russia in Revolution, 1894–1924","Russia in Revolution, 1894–1924","The 1905 Revolution"
"Edexcel","A-LEVEL","History (A-Level)","Russia in Revolution, 1894–1924","Russia in Revolution, 1894–1924","Tsarist Russia, 1894–1914"
"Edexcel","A-LEVEL","History (A-Level)","Tudor Dynasty","England, 1558–1603: The Later Tudor Rulers","Religion and government under Elizabeth I: Religion and government under Elizabeth I, 1558–1603"
"Edexcel","A-LEVEL","History (A-Level)","Tudor Dynasty","England, 1558–1603: The Later Tudor Rulers","Rebellion and unrest in Tudor England: Rebellion and unrest in Tudor England, 1485–1603"
"Edexcel","A-LEVEL","History (A-Level)","Tudor Dynasty","England, 1558–1603: The Later Tudor Rulers","Elizabethan England: Elizabethan England, c1560–1603"
"Edexcel","A-LEVEL","History (A-Level)","Tudor Dynasty","England, 1485–1558: The Early Tudor Rulers","Edward VI and Mary I: The reigns of Edward VI and Mary I, c1547–1558"
"Edexcel","A-LEVEL","History (A-Level)","Tudor Dynasty","England, 1485–1558: The Early Tudor Rulers","Henry VIII: The break with Rome and the establishment of the Church of England, 1509–1547"
"Edexcel","A-LEVEL","History (A-Level)","Tudor Dynasty","England, 1485–1558: The Early Tudor Rulers","Henry VII: Securing the throne, 1485–1509"
"Edexcel","A-LEVEL","Greek (A-Level)","Greek Thought","Ideas and argument of the texts","Philosophical, political, religious, moral, social, and other ideas relevant to the prescribed texts"
"Edexcel","A-LEVEL","Greek (A-Level)","Greek Literature","Literary features of the texts","Genre, structure, characterization, themes, style, use of language"
"Edexcel","A-LEVEL","Greek (A-Level)","Greek History","The historical background of the texts","Historical context relevant to the prescribed texts"
"Edexcel","A-LEVEL","Greek (A-Level)","Literary Texts in Greek","Prescribed Verse Text","Specific sections of Homer or a Greek tragedy"
"Edexcel","A-LEVEL","Greek (A-Level)","Literary Texts in Greek","Prescribed Prose Text","Specific sections of a work of prose, such as Plato, or Lysias, or Herodotus"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Meter","Iambic trimeter"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Meter","Dactylic hexameter"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","The infinitive"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Subordinate clauses"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Participles"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Verbs"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Adjectives and adverbs"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Pronouns"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","The article"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Prepositions"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Cases"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Syntax","Word order"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Morphology","The morphology of nouns, adjectives, pronouns, verbs, adverbs, prepositions, conjunctions and other particles"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Ancient Greek: sounds (phonetics) and writing system","The rules of accentuation"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Ancient Greek: sounds (phonetics) and writing system","The pronunciation of Ancient Greek"
"Edexcel","A-LEVEL","Greek (A-Level)","Aspects of Greek language","Ancient Greek: sounds (phonetics) and writing system","The development of the alphabet"
"Edexcel","A-LEVEL","German (A-Level)","Political life in German-speaking countries","Politics and elections","The electoral system"
"Edexcel","A-LEVEL","German (A-Level)","Political life in German-speaking countries","Politics and elections","Political parties and key figures"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society","Multiculturalism","Positive and negative aspects of immigration"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society","Multiculturalism","Immigration and integration"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Music","Significant composers and musicians"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Music","Classical and popular music"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Literature","The social and historical context of works"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Literature","Significant writers and works"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Cinema","The social and historical context of films"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Cinema","Important films and directors"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Art and architecture","Significant artists and architects"
"Edexcel","A-LEVEL","German (A-Level)","Artistic culture in the German-speaking world","Art and architecture","Painting, sculpture and architecture"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Youth culture","Pressures on young people"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Youth culture","Current trends in youth culture"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Machismo and changing gender roles","The ‘New Man’ (‘der Neue Mann’)"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Machismo and changing gender roles","The role of men and women in society"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Machismo and changing gender roles","Gender equality"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","The changing state of the family","Bringing up children"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","The changing state of the family","Partnership and marriage"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","The changing state of the family","Traditional family structures"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Demography","Immigration and integration"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Demography","Falling birth rate"
"Edexcel","A-LEVEL","German (A-Level)","Aspects of German-speaking society: current trends","Demography","Ageing population"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 3: Creative and Critical Study","Section B: Critical Commentary","Evaluating different critical perspectives on the text"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 3: Creative and Critical Study","Section B: Critical Commentary","Analysing and interpreting a chosen literary text"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 3: Creative and Critical Study","Section A: Creative Study","Reflecting critically on the creative process and choices"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 3: Creative and Critical Study","Section A: Creative Study","Producing original creative writing in a chosen genre"
"Edexcel","A-LEVEL","English Language and Literature (A-Level)","Component 2: Varieties in Language and Literature","Section B: Language Discourses","Evaluating different critical approaches to discourse analysis"
